gene,neglogpval
OTAU009657-RA,7.05513177069616
OTAU014048-RA,7.04299936870422
OTAU006614-RA,7.01592818028178
OTAU008286-RA,7.02104728033293
OTAU008397-RA,7.02594030225195
OTAU008703-RA,7.03443566879028
OTAU008970-RA,7.01900107916961
OTAU014749-RA,7.02007453920445
OTAU015240-RA,7.0191459363259
OTAU017150-RA,7.00729285016014
OTAU006022-RA,6.98782908757419
OTAU008065-RA,6.99266285662833
OTAU012036-RA,6.98684851531213
OTAU012539-RA,6.98713278050878
OTAU014946-RA,6.99071617910939
OTAU013810-RA,6.98112331744536
OTAU017428-RA,6.97157286751266
OTAU016818-RA,6.96049735474891
OTAU000214-RA,6.95101884378052
OTAU003225-RA,6.94624731659644
OTAU000034-RA,6.93191815436253
OTAU008425-RA,6.93968019916866
OTAU010000-RA,6.93053333485073
OTAU011009-RA,6.93577337139386
OTAU013347-RA,6.93940800464819
OTAU009742-RA,6.92148259290013
OTAU014065-RA,6.91589096445682
OTAU013051-RA,6.90912353919039
OTAU008689-RA,6.90352268446682
OTAU005939-RA,6.89730261445114
OTAU010092-RA,6.89078427870539
OTAU004209-RA,6.88235860340693
OTAU006222-RA,6.87983163258037
OTAU011997-RA,6.88139981121262
OTAU013523-RA,6.8778735446132
OTAU015854-RA,6.87355652550816
OTAU016007-RA,6.87291065425471
OTAU003742-RA,6.86169228127597
OTAU005928-RA,6.85324905757641
OTAU011229-RA,6.85095602862782
OTAU003198-RA,6.83666265085838
OTAU000291-RA,6.82625463932977
OTAU013958-RA,6.82311590604629
OTAU004025-RA,6.81467006788901
OTAU013116-RA,6.80789358401021
OTAU006007-RA,6.80212865780011
OTAU012906-RA,6.7980750900108
OTAU012888-RA,6.77364640104387
OTAU015044-RA,6.77465756344206
OTAU001519-RA,6.7608073830422
OTAU003417-RA,6.76083356413456
OTAU011020-RA,6.7614549467265
OTAU011316-RA,6.7666406939927
OTAU003440-RA,6.75782509862414
OTAU001939-RA,6.75081883914183
OTAU005954-RA,6.74776876672683
OTAU005019-RA,6.7370871915081
OTAU010295-RA,6.73753210737583
OTAU002546-RA,6.71414276981332
OTAU017057-RA,6.71145080028932
OTAU007461-RA,6.6954811236419
OTAU010365-RA,6.68746758504617
OTAU007168-RA,6.66508546926146
OTAU011995-RA,6.66906883384387
OTAU013178-RA,6.66453550008141
OTAU003111-RA,6.66022137804411
OTAU015414-RA,6.65757954527083
OTAU011632-RA,6.65195791964364
OTAU003730-RA,6.64441041622605
OTAU006504-RA,6.63875275015081
OTAU006729-RA,6.63731565476943
OTAU007854-RA,6.63825085356026
OTAU007632-RA,6.62954244455712
OTAU007785-RA,6.62077259920872
OTAU009480-RA,6.60849263256256
OTAU013334-RA,6.60747289500655
OTAU011322-RA,6.60213265073734
OTAU015089-RA,6.60042598227665
OTAU003302-RA,6.59041523042887
OTAU013834-RA,6.58829109789104
OTAU008545-RA,6.58207601236087
OTAU012535-RA,6.57328912877106
OTAU001788-RA,6.56902247078659
OTAU015629-RA,6.55437429635003
OTAU007152-RA,6.54324572106498
OTAU008596-RA,6.53827670555892
OTAU012037-RA,6.53353788550431
OTAU001769-RA,6.51026210279403
OTAU009178-RA,6.50944918773594
OTAU017198-RA,6.50316702940156
OTAU005058-RA,6.49831811671085
OTAU012891-RA,6.48165753731659
OTAU014369-RA,6.47987719671875
OTAU000971-RA,6.46909869035064
OTAU002530-RA,6.47036461206119
OTAU006391-RA,6.46218281383034
OTAU002576-RA,6.45715475155608
OTAU014934-RA,6.45887385968171
OTAU013263-RA,6.45238760968077
OTAU000773-RA,6.42543226789674
OTAU005947-RA,6.42481090296174
OTAU006018-RA,6.41997430287774
OTAU009223-RA,6.41562361990914
OTAU011060-RA,6.42000187931558
OTAU012930-RA,6.4239696123598
OTAU013586-RA,6.43224940715089
OTAU013822-RA,6.43150479997994
OTAU014638-RA,6.41676857804108
OTAU008051-RA,6.41043951652828
OTAU008409-RA,6.40434795012377
OTAU003646-RA,6.38338788053917
OTAU007426-RA,6.382422188143
OTAU010237-RA,6.38149628018383
OTAU007703-RA,6.37812003657232
OTAU000697-RA,6.34595701019713
OTAU001927-RA,6.35066149516105
OTAU003174-RA,6.3443987306629
OTAU005399-RA,6.35575079992716
OTAU005582-RA,6.34344006159345
OTAU007849-RA,6.34313068027478
OTAU012312-RA,6.33912932350378
OTAU014049-RA,6.35785673440429
OTAU014527-RA,6.34136467721601
OTAU015740-RA,6.35057128327222
OTAU017246-RA,6.34949821450168
OTAU007963-RA,6.32754846897141
OTAU007519-RA,6.3195413312722
OTAU012641-RA,6.31739770991866
OTAU013753-RA,6.31396794949702
OTAU014841-RA,6.31552499294535
OTAU015377-RA,6.31631173904548
OTAU004060-RA,6.3068543444026
OTAU013160-RA,6.30058279902135
OTAU014947-RA,6.29793124723716
OTAU013670-RA,6.28943057888736
OTAU001035-RA,6.28109440657121
OTAU006875-RA,6.27877235684422
OTAU010354-RA,6.28345904625376
OTAU012900-RA,6.27724473330929
OTAU003031-RA,6.2603350303666
OTAU009675-RA,6.25825273306722
OTAU014897-RA,6.25791666185515
OTAU004418-RA,6.2553258349805
OTAU014525-RA,6.25224376282808
OTAU003768-RA,6.24784096335183
OTAU014958-RA,6.23977124918187
OTAU002315-RA,6.2350296815854
OTAU006637-RA,6.23067190762878
OTAU006943-RA,6.2300684198115
OTAU012087-RA,6.23227677560242
OTAU016006-RA,6.22889830085568
OTAU004774-RA,6.22433253342642
OTAU013328-RA,6.21949820488928
OTAU016306-RA,6.2210120190956
OTAU015804-RA,6.21051382456486
OTAU016449-RA,6.19723375437092
OTAU011655-RA,6.18763361952993
OTAU012543-RA,6.18403726676624
OTAU002689-RA,6.17833269306347
OTAU003101-RA,6.18034994166264
OTAU009425-RA,6.17344512772577
OTAU001780-RA,6.16286265601108
OTAU006370-RA,6.17068782041314
OTAU012595-RA,6.16345767951875
OTAU014082-RA,6.1647099640597
OTAU015167-RA,6.16381423061963
OTAU015564-RA,6.15639875144338
OTAU003885-RA,6.15096336363156
OTAU000812-RA,6.13713331898422
OTAU013418-RA,6.12749559994856
OTAU015796-RA,6.12686074676392
OTAU007086-RA,6.12212456392299
OTAU008543-RA,6.09739695274118
OTAU008370-RA,6.08957365719572
OTAU013417-RA,6.08445986639677
OTAU003127-RA,6.06845555710242
OTAU003757-RA,6.07131681184798
OTAU007772-RA,6.07278571552323
OTAU011284-RA,6.07013934225752
OTAU004714-RA,6.06532477131195
OTAU016817-RA,6.06156940458289
OTAU002385-RA,6.05363230822067
OTAU012638-RA,6.05357884089665
OTAU000791-RA,6.02737072337555
OTAU009777-RA,6.02696016805118
OTAU001257-RA,6.01999667914894
OTAU004020-RA,6.01368764981744
OTAU011027-RA,6.0150732177788
OTAU017321-RA,6.01565074577367
OTAU015225-RA,6.00909772610056
OTAU008015-RA,5.99497195433117
OTAU016224-RA,5.97885598255115
OTAU008931-RA,5.97686610033809
OTAU001934-RA,5.9730707509589
OTAU001566-RA,5.96331853020214
OTAU002037-RA,5.96438710770508
OTAU002317-RA,5.96293816421523
OTAU003305-RA,5.96337041503536
OTAU015586-RA,5.97047403826744
OTAU009993-RA,5.95985720660261
OTAU016695-RA,5.95529656724389
OTAU003422-RA,5.94336793093839
OTAU015845-RA,5.94426816889816
OTAU007302-RA,5.94105136065608
OTAU013815-RA,5.93943273369243
OTAU001812-RA,5.93055730952217
OTAU007955-RA,5.92409522940823
OTAU006275-RA,5.91926966465504
OTAU007946-RA,5.91999964241179
OTAU012702-RA,5.91076628284052
OTAU016505-RA,5.91378135728114
OTAU016772-RA,5.91090501548361
OTAU011353-RA,5.9016841262736
OTAU007244-RA,5.89870945426104
OTAU011749-RA,5.89617139830699
OTAU013672-RA,5.87566581894332
OTAU017381-RA,5.87492226176219
OTAU007838-RA,5.87178715656875
OTAU000576-RA,5.86971677259123
OTAU008533-RA,5.86707645196921
OTAU016030-RA,5.85270711925749
OTAU000446-RA,5.84302893156722
OTAU013371-RA,5.84459617161838
OTAU014156-RA,5.83970937394034
OTAU001108-RA,5.82626793163711
OTAU011999-RA,5.82641016096313
OTAU016898-RA,5.82857336359406
OTAU011509-RA,5.81410089578748
OTAU011209-RA,5.81135665171597
OTAU003758-RA,5.80707723250864
OTAU011964-RA,5.80463860366712
OTAU013939-RA,5.80527041695535
OTAU000235-RA,5.79909571036056
OTAU015488-RA,5.80053040785569
OTAU014154-RA,5.79660000725232
OTAU008070-RA,5.77771665362064
OTAU011399-RA,5.77857305295554
OTAU015428-RA,5.77937658288691
OTAU014845-RA,5.77294761767511
OTAU013010-RA,5.76145151261628
OTAU014486-RA,5.75157727416345
OTAU004986-RA,5.74245103573736
OTAU013635-RA,5.73949863423055
OTAU013932-RA,5.73995822217801
OTAU003873-RA,5.7274802679812
OTAU008898-RA,5.71626878674923
OTAU011725-RA,5.71614984628909
OTAU007456-RA,5.70907541194935
OTAU008540-RA,5.70539318891251
OTAU011336-RA,5.70512477820107
OTAU016142-RA,5.70513720261887
OTAU012843-RA,5.69202853856465
OTAU005734-RA,5.68293850146025
OTAU006335-RA,5.68386007733785
OTAU001891-RA,5.67963107778717
OTAU000328-RA,5.67701870463493
OTAU002207-RA,5.65068944329333
OTAU005111-RA,5.65036321529628
OTAU009066-RA,5.65255326454442
OTAU009882-RA,5.63875292086572
OTAU004936-RA,5.62968812737592
OTAU012154-RA,5.61726581366868
OTAU016598-RA,5.60594298454845
OTAU015494-RA,5.58622372852624
OTAU015636-RA,5.57817870211883
OTAU017426-RA,5.57521683608532
OTAU011793-RA,5.57342445431171
OTAU000610-RA,5.56907164082565
OTAU016638-RA,5.57001407987755
OTAU006749-RA,5.56685662919304
OTAU011704-RA,5.56437586275951
OTAU008560-RA,5.56057283001573
OTAU011480-RA,5.55538582844363
OTAU010108-RA,5.54546356327842
OTAU011166-RA,5.55297646079082
OTAU011951-RA,5.54923819630372
OTAU012042-RA,5.54383940355244
OTAU013587-RA,5.54808244857918
OTAU014526-RA,5.542958647541
OTAU016994-RA,5.54337850864604
OTAU008947-RA,5.54127221381659
OTAU011858-RA,5.53814930491763
OTAU015871-RA,5.5372329171071
OTAU001394-RA,5.53383934635172
OTAU014803-RA,5.5343644078793
OTAU008028-RA,5.53073251518019
OTAU005926-RA,5.52217050242694
OTAU003046-RA,5.51986931290197
OTAU002695-RA,5.49200880352986
OTAU003980-RA,5.50272628255192
OTAU004399-RA,5.48742797079256
OTAU004401-RA,5.49027403441081
OTAU005901-RA,5.499898631617
OTAU007085-RA,5.4966714240154
OTAU007868-RA,5.49059938030764
OTAU008264-RA,5.48832344725541
OTAU009204-RA,5.49806270544776
