,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU017482-RA,126.291607961615,-5.41663397126582,0.673217354380886,-8.04589177034384,8.56196356808159e-16,1.26836928297561e-11
OTAU012716-RA,188.877675219285,4.26440342014336,0.542753531316825,7.8569795940288,3.93506929992202e-15,2.91470583045224e-11
OTAU008667-RA,231.871114768253,-0.873695532058841,0.126713420895439,-6.89505125727599,5.38453846460267e-12,1.9941638203656e-08
OTAU012562-RA,251.774363762084,-0.87740792166564,0.127095739046548,-6.90351956916743,5.07296642491921e-12,1.9941638203656e-08
OTAU013988-RA,4.4169546348091,4.42298568652881,0.683639333626428,6.46976478528039,9.81555882225726e-11,2.90815376785838e-07
OTAU011160-RA,10.2415158223762,-2.51493904849662,0.412530499353892,-6.09637118330775,1.08503307841649e-09,2.67894667061031e-06
OTAU017472-RA,21.6482293393507,-8.61343980351364,1.43833175646022,-5.98849310308742,2.11794118466846e-09,4.48216867281123e-06
OTAU002976-RA,998.423152757222,-0.681041443685648,0.118804198102543,-5.73246951339065,9.8978829518645e-09,1.83284047561151e-05
OTAU010604-RA,12.4318897612437,2.85401882469047,0.505175828483768,5.64955538996493,1.60863347612652e-08,2.38302963153383e-05
OTAU017158-RA,9.81334690400048,-3.4039479575145,0.601302458348717,-5.66095799252566,1.50530275484977e-08,2.38302963153383e-05
OTAU017263-RA,4.79280897798515,4.9100496134554,0.874601055552226,5.61404492057831,1.9765086801933e-08,2.66181814439851e-05
OTAU012035-RA,284.400671242117,-3.60228988028034,0.646225704197446,-5.57435251628386,2.48452184435028e-08,2.95209549780362e-05
OTAU014686-RA,603.660907801036,-1.01989836841896,0.183202052375258,-5.56706846454902,2.59060628266823e-08,2.95209549780362e-05
OTAU002273-RA,510.214678502711,-0.739499868409575,0.135343088515707,-5.46389089032611,4.65809910231042e-08,4.92893429297333e-05
OTAU014798-RA,22.2940693517975,1.30526443724525,0.240205356966061,5.43395223874909,5.51193400466554e-08,5.44358602300769e-05
OTAU004967-RA,304.121042730406,-0.866270630504669,0.161777155788074,-5.35471541877934,8.56911760756242e-08,6.40409948157328e-05
OTAU008025-RA,277.137452967982,0.460410288613605,0.085966791422445,5.3556760813734,8.52370918238886e-08,6.40409948157328e-05
OTAU008480-RA,662.420865312974,-0.595416694345208,0.110494006505479,-5.38867865485252,7.09775842993205e-08,6.40409948157328e-05
OTAU010736-RA,14.4814699323451,2.06230056253692,0.384485324704953,5.36379526089713,8.14912692666438e-08,6.40409948157328e-05
OTAU014765-RA,257.123538643577,0.755490613319553,0.141131425143011,5.35309986811231,8.64600983066462e-08,6.40409948157328e-05
OTAU005858-RA,1039.39026884258,0.445687177719571,0.0839114492727479,5.31139888039471,1.08786927754779e-07,7.67414070361567e-05
OTAU003907-RA,101.641885804975,1.01088001310522,0.191156530526275,5.28823164096017,1.23504514915376e-07,8.31634492707446e-05
OTAU008583-RA,289.144898042726,-0.346663891049571,0.0658026475243414,-5.26823621984715,1.37740788777187e-07,8.87170454324021e-05
OTAU013675-RA,499.06104575588,-0.335483428836276,0.063985918875964,-5.24308214572345,1.57916189766739e-07,9.74737681335197e-05
OTAU004541-RA,17.6855070602944,2.54782102380096,0.489088213564695,5.20932820120791,1.89525603855713e-07,0.000112305291820741
OTAU015887-RA,37.6386131219076,1.59334874742854,0.307161055543504,5.18733973162449,2.13319368843562e-07,0.000121542812694174
OTAU014528-RA,29.9594034765653,-3.4850969497738,0.689698335220943,-5.05307432510673,4.34754614254675e-07,0.000238535365021065
OTAU000930-RA,137.445231649589,0.627225458839949,0.124320387098689,5.04523412030596,4.52966377409744e-07,0.000239651568390998
OTAU002274-RA,743.679529731793,-0.730160351648051,0.145786543459072,-5.00842076589214,5.48784587121981e-07,0.000272490523339693
OTAU004278-RA,953.880991843642,-0.710942921627368,0.142090738905213,-5.00344306113876,5.63153050683504e-07,0.000272490523339693
OTAU016192-RA,151.743729783576,1.03895352721234,0.207747479752859,5.00104034209369,5.70217782066322e-07,0.000272490523339693
OTAU014799-RA,65.0223377460431,-1.72942723658732,0.346781465052025,-4.98708094542443,6.12983876380883e-07,0.000283773223272075
OTAU006392-RA,1235.83131362428,1.38938676257548,0.279260358718269,4.97523805008487,6.51675050806478e-07,0.000292542854625672
OTAU006393-RA,136.244431300353,1.3352518094673,0.273212163704497,4.88723412370284,1.02262458614325e-06,0.000445563547621356
OTAU009954-RA,38.9401059113045,-4.11127689790473,0.84347492274564,-4.87421355044189,1.09242769073029e-06,0.00046237782315653
OTAU013946-RA,946.743255948768,0.396590833238587,0.0816859592965696,4.85506734148425,1.20345839224275e-06,0.000495223128407893
OTAU013795-RA,4482.36754517473,-1.4794369483985,0.305458871291917,-4.84332618051434,1.27683422377078e-06,0.000511216815971359
OTAU008022-RA,690.688199837379,-0.307831487787693,0.0642539739344312,-4.79085524113766,1.66071912967178e-06,0.000630817774024559
OTAU017102-RA,131.949523869934,-0.616361942375421,0.128592339114017,-4.79314667282723,1.64185496187771e-06,0.000630817774024559
OTAU006524-RA,7934.12907058584,2.72346127722367,0.569934817384927,4.7785486939014,1.76565005872335e-06,0.000637959511461651
OTAU012305-RA,12.1538877106027,-1.31625238606087,0.275400344158415,-4.77941445601006,1.75806452989225e-06,0.000637959511461651
OTAU005403-RA,340.264517060574,-0.36975829342163,0.0777423311877765,-4.75620280190115,1.97268300856663e-06,0.000679612234625722
OTAU014504-RA,58.104043970368,1.48825018609524,0.312781589856548,4.75811311905475,1.95410987989343e-06,0.000679612234625722
OTAU013892-RA,3954.97225542437,-1.15704807829878,0.244582187648774,-4.73071276948561,2.23732893261981e-06,0.00073652868461844
OTAU015998-RA,3.35682928830069,1.60632350296927,0.33949190565672,4.73155169888946,2.22810053890679e-06,0.00073652868461844
OTAU005056-RA,366.541002747058,0.431021401561477,0.0912140131213573,4.72538579119435,2.29678892015232e-06,0.000739665892676881
OTAU010142-RA,470.228887140292,0.446162709916475,0.0948902828179959,4.70187986236943,2.57777161964436e-06,0.000812491676030034
OTAU015597-RA,37.1101124549817,-3.65516098145659,0.784617602802125,-4.65852533565754,3.18482614604912e-06,0.00098291696932441
OTAU017257-RA,4.58543993674093,2.32837264343587,0.50246626998929,4.63388844685137,3.58860422871405e-06,0.00108493026620755
OTAU011835-RA,200.850019097171,0.612124749139678,0.132502979430273,4.61970554754052,3.84285014634534e-06,0.0011385596413592
OTAU003590-RA,243.380072400194,0.387554806741392,0.0841814239971417,4.60380435895871,4.14842192692224e-06,0.00119837545511752
OTAU004038-RA,2134.43557344903,-0.62096370933966,0.135075103070843,-4.59717368502753,4.28260605830907e-06,0.00119837545511752
OTAU012053-RA,310.451175010647,0.396899183820883,0.0863398786725534,4.5969393277252,4.28742399900288e-06,0.00119837545511752
OTAU000563-RA,615.935478049394,-0.315625817393571,0.0687355217747056,-4.59188799683658,4.39254098525969e-06,0.00120502041028957
OTAU000843-RA,987.639165385906,-0.265826785650732,0.0581036210968471,-4.57504679798961,4.76113549396538e-06,0.0012823902037746
OTAU004095-RA,217.717549410419,-0.611746881615685,0.133863877234639,-4.56991754798351,4.87916136753261e-06,0.0012907124374755
OTAU002511-RA,471.611502671512,-0.264814940169902,0.0581934817807549,-4.55059453509927,5.34945457015188e-06,0.00134974916355574
OTAU012026-RA,402.574302505015,-0.385310626798365,0.084691735831192,-4.54956582264848,5.37567170580455e-06,0.00134974916355574
OTAU012667-RA,3.21161699382246,2.2926973260666,0.503845133879364,4.55040085117809,5.35438130707702e-06,0.00134974916355574
OTAU009531-RA,104.061788261391,-0.40342718972663,0.0888656815910299,-4.5397411295763,5.63233358091377e-06,0.00139062316112761
OTAU007863-RA,13.6183897740113,1.12263554328192,0.247893338949643,4.528703950008,5.93465809651845e-06,0.00144124631216105
OTAU000983-RA,4353.24846138382,0.327283911000246,0.072420645067614,4.51920734335748,6.20715835048603e-06,0.0014831103839371
OTAU012654-RA,68.287667152813,2.23738712615583,0.497357089942429,4.49855279315474,6.84176076398401e-06,0.0016087911739311
OTAU001518-RA,952.630429562322,-0.264339408406475,0.0596025219812855,-4.43503730411735,9.2056346864798e-06,0.00213081675383612
OTAU001917-RA,469.397876064163,0.176246920529044,0.0398830636498258,4.41909182495346,9.91165305528693e-06,0.00225894197478493
OTAU005226-RA,150.303197384066,0.238041299367991,0.054032440351726,4.40552560310904,1.05527686307307e-05,0.00229895168375948
OTAU012923-RA,1056.88378452385,0.302683196322578,0.0686859114946089,4.40677265156969,1.04922213318026e-05,0.00229895168375948
OTAU016870-RA,3180.68783857444,-0.250605294579332,0.0568766303212418,-4.4061206362596,1.0523836793119e-05,0.00229895168375948
OTAU006249-RA,176.288489459923,0.532045453557382,0.12138989112425,4.38294695406556,1.17084629364129e-05,0.00251375608608726
OTAU000707-RA,549.44436363914,-1.11590740162573,0.255903956709892,-4.36064926847061,1.29677083166393e-05,0.00274433758575277
OTAU007025-RA,14.6986363312263,-2.3757683907881,0.547260610112125,-4.34120115149771,1.41705918785321e-05,0.00295666405758556
OTAU008017-RA,401.677472896343,-0.556863081729217,0.128400267241438,-4.33693086231759,1.44486047445346e-05,0.00297280042618799
OTAU013565-RA,77.2861842262902,0.647457867732068,0.149449235699788,4.33229293345251,1.4756442506541e-05,0.00299454711358765
OTAU005463-RA,463.661703334577,0.285906521423201,0.0660566904566633,4.32819930042924,1.50333403740092e-05,0.003009512220278
OTAU015995-RA,14.359910707442,1.28451897029659,0.298314280833296,4.30592516961803,1.66289266994547e-05,0.0032845456016763
OTAU016829-RA,14.5445529415337,2.0229469842119,0.470519499824812,4.29939032274985,1.71268606507354e-05,0.00333838570631572
OTAU007224-RA,1084.86985807851,-0.460524284036715,0.107335422046899,-4.29051542589077,1.78258902445153e-05,0.00342951607899025
OTAU012657-RA,87.6703323793119,2.10497485429712,0.491657449942031,4.28138504673387,1.85733661304068e-05,0.00352751084430571
OTAU007716-RA,183.737162721858,-0.319566659872727,0.0747735239611551,-4.27379429166321,1.92174346474375e-05,0.00360363388439417
OTAU014007-RA,2827.38724012663,-0.855921764420785,0.20054310338555,-4.26801894441241,1.97216582776568e-05,0.0036519580715651
OTAU006366-RA,153.192316542357,0.404073496694394,0.0948822874539146,4.25868207372906,2.05635689885183e-05,0.00376084828390012
OTAU003416-RA,3279.29864805945,-0.134993136108476,0.0319067887810554,-4.2308593645948,2.32800195400518e-05,0.00411040042420858
OTAU010901-RA,54.6890237231225,-0.694701463193058,0.164208871768849,-4.23059640876751,2.33072523041394e-05,0.00411040042420858
OTAU017079-RA,1.3896205946301,2.82440429447039,0.666803650332696,4.23573610171626,2.27804196802805e-05,0.00411040042420858
OTAU009550-RA,3612.42656357611,0.359576964027696,0.0851087702867405,4.22491081490477,2.39035423571427e-05,0.00416596560563191
OTAU011998-RA,2247.0405774745,1.95012507203217,0.462033486367344,4.22074401438883,2.43497320465567e-05,0.00419438291322897
OTAU004279-RA,149.024557399017,-0.528822795215305,0.125715759504859,-4.20649564778604,2.59361075923699e-05,0.00438170891337649
OTAU008818-RA,192.749488916646,-1.55341951591696,0.369808578095309,-4.20060433405254,2.66203457677794e-05,0.00438170891337649
OTAU012794-RA,1.00087984680042,-2.41962911476934,0.5759279060288,-4.20127083518739,2.65420833287617e-05,0.00438170891337649
OTAU014612-RA,17.0007250141513,1.59384259722251,0.379175804499597,4.20343961378528,2.62889308715416e-05,0.00438170891337649
OTAU017197-RA,4.94935732540477,2.13771075706579,0.509469293541586,4.19595603535879,2.71722956221287e-05,0.0044234108499584
OTAU011572-RA,8.35353378203679,2.12096162234032,0.50631915504393,4.18898159631408,2.80209120721511e-05,0.00451197599387876
OTAU000295-RA,157.813343643649,0.433985006990994,0.103786976876707,4.18149771822088,2.89595157985254e-05,0.00456389645786549
OTAU010309-RA,1289.90268027195,-0.776618970407095,0.185667880904758,-4.18283963075702,2.87890475772558e-05,0.00456389645786549
OTAU010731-RA,44.2111238995558,1.84861944737757,0.443477227444958,4.16846533029029,3.06657393386067e-05,0.00473210690168875
OTAU016225-RA,7.70671376653775,2.47031242565745,0.59255149161096,4.16894136734253,3.06017692270214e-05,0.00473210690168875
OTAU004521-RA,123.040704043585,0.63394217490065,0.152695648522514,4.15167151804707,3.30055766182859e-05,0.00504066610333286
OTAU010647-RA,449.026943707007,-0.57850738861315,0.139633420100298,-4.14304389448896,3.42726316019021e-05,0.00518076290357732
OTAU005523-RA,6.55089225559253,1.44658891534727,0.349370258591141,4.14056113757574,3.46457250482922e-05,0.00518426031177172
OTAU010378-RA,737.72401663989,-0.172085678285139,0.0415948276195983,-4.13718936063236,3.51585951349678e-05,0.00520839428329413
OTAU016607-RA,10.3588689400702,2.8862832200945,0.698063715920449,4.13469881655246,3.55420445882931e-05,0.00521306780723736
OTAU013705-RA,3.82392144367394,2.95909777079394,0.71659900309546,4.12936350457043,3.63768885833449e-05,0.00528320811248697
OTAU001107-RA,216.709628788321,4.05126054259549,0.984217806630417,4.11622357907285,3.85130725800069e-05,0.00553915201165264
OTAU005956-RA,680.070865828423,0.396728490140767,0.0965736582427679,4.10804040521553,3.99030307228131e-05,0.00568387978007455
OTAU012656-RA,20.0884362410855,2.52488065478126,0.615527995333191,4.10197533487411,4.09637948838273e-05,0.00577940626103826
OTAU004026-RA,1363.0905277504,-0.277094312715091,0.0676744303868792,-4.09452005921595,4.23043788804705e-05,0.00591223649750274
OTAU005614-RA,6862.71429446308,2.37610224378712,0.582441647275236,4.07955415774771,4.51221570476833e-05,0.00624709938789141
OTAU001184-RA,138.807150590154,0.458744047175622,0.112546901200899,4.07602557050195,4.58119833308148e-05,0.0062638083380452
OTAU005889-RA,1634.6607508492,-0.158271474705205,0.0388431979072758,-4.07462524282941,4.60885047149269e-05,0.0062638083380452
OTAU010614-RA,1262.77109059738,-0.181029807554428,0.0444884960905126,-4.06913749536779,4.71874956282884e-05,0.0063548687294315
OTAU008460-RA,427.104846713781,0.689795564318271,0.169931138628721,4.05926524052422,4.92273712639304e-05,0.00656985835949428
OTAU003053-RA,99.4494657638968,-0.998158760939264,0.247088225440881,-4.03968565947747,5.35228860296045e-05,0.0068864289800664
OTAU005859-RA,1349.69551834641,0.291868745525361,0.0722105841048867,4.04191087973223,5.30173835510842e-05,0.0068864289800664
OTAU010247-RA,50.7050656274,0.954406264941606,0.236136080551194,4.04176381141675,5.30506529021945e-05,0.0068864289800664
OTAU010548-RA,5774.24210812071,-1.58360212568968,0.391397209199398,-4.04602303866432,5.20951082060928e-05,0.0068864289800664
OTAU011065-RA,38.7828935150208,0.443981133323687,0.10995251112939,4.03793536648942,5.39237047176794e-05,0.0068864289800664
OTAU011992-RA,353.484792167629,-0.679204645318189,0.168552086382632,-4.02964246776702,5.58617516794547e-05,0.00704075041469717
OTAU016974-RA,37.4028972519986,-2.11990447831993,0.526198728093169,-4.02871456189566,5.6082661599451e-05,0.00704075041469717
OTAU012640-RA,4.17834940487538,2.07936940086154,0.516600031011023,4.02510506395455,5.69498834550243e-05,0.00708954263447672
OTAU007158-RA,2193.8911585328,3.17162652863975,0.788814227395694,4.02075218535423,5.80126079912002e-05,0.00716165645651366
OTAU012571-RA,78.6582855641788,0.616366363921444,0.153413158698456,4.01768902453115,5.87716865885668e-05,0.00719540301754569
OTAU015057-RA,1.81875886197149,2.04903958152833,0.5102883593132,4.01545428997467,5.93313977511944e-05,0.00720438792037864
OTAU016884-RA,11.0698422960267,1.10279004862765,0.274894946569394,4.01167814246909,6.028865829736e-05,0.00726110718713082
OTAU009740-RA,26807.6332844139,2.50936679900176,0.62651773811976,4.0052605797445,6.19491518540397e-05,0.00740092528682052
OTAU015803-RA,5.27805000697604,3.06058000737957,0.764674471003867,4.00246133934827,6.26869135847601e-05,0.00742915150275708
OTAU015003-RA,155.089176647733,-1.15366166866616,0.288443589469492,-3.99960931975638,6.34471350631591e-05,0.00745957030813999
OTAU005504-RA,120.070975161327,-0.332872135924733,0.0834430234095253,-3.98921470391897,6.62923982104494e-05,0.00773272115818581
OTAU007918-RA,561.474739861837,-0.293535079817454,0.0736187455335667,-3.98723283981545,6.68484131067367e-05,0.00773665931064997
OTAU008210-RA,490.474175499423,0.434987139723607,0.109653987883941,3.96690670460616,7.2811477441734e-05,0.00829714789862959
OTAU013673-RA,141.132967512822,0.441789430458959,0.111317129381569,3.96874616614133,7.2251794270384e-05,0.00829714789862959
OTAU009182-RA,602.407598104457,-0.838813907150086,0.211562324378557,-3.96485484650453,7.3440622847465e-05,0.0083008677862264
OTAU015524-RA,16.9708121049045,0.965685285859889,0.243665604622748,3.96315798183744,7.39648000392794e-05,0.0083008677862264
OTAU016757-RA,7.26123428226327,1.52999360221555,0.386618720392525,3.95737071568128,7.57792775895184e-05,0.0084405580316626
OTAU006633-RA,786.363704184939,-0.353391986470637,0.0894132171283061,-3.95234617230612,7.73886772865683e-05,0.00849211752091276
OTAU013564-RA,12.9789215327837,1.17033312416837,0.296019015105482,3.95357414371283,7.69923910919628e-05,0.00849211752091276
OTAU010464-RA,5921.16822895271,0.327177618676246,0.0828627820924864,3.94842666893649,7.86665053274918e-05,0.00850631832059462
