CHROM,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU014369-RA,73.09968149,-0.197659379,0.062211901,-3.177195609,0.001487067,0.059720611
OTAU012891-RA,348.0409442,0.200148652,0.063123457,3.17074922,0.001520463,0.060899413
OTAU005058-RA,395.8344987,-0.425264237,0.134230697,-3.168159353,0.001534074,0.061281581
OTAU002530-RA,375.9029691,0.204570535,0.064588909,3.16727032,0.001538772,0.061306634
OTAU000971-RA,1240.292522,0.233060505,0.073609086,3.166192065,0.001544488,0.061371863
OTAU002576-RA,222.2612999,-0.33322432,0.105346133,-3.163137659,0.001560785,0.061371863
OTAU006391-RA,522.0353987,0.237651968,0.07510093,3.16443443,0.001553847,0.061371863
OTAU014934-RA,460.0076474,-0.183133564,0.057882863,-3.163864993,0.00155689,0.061371863
OTAU015414-RA,231.343474,-0.720760638,0.227820198,-3.163725798,0.001557635,0.061371863
OTAU009178-RA,113.8809615,0.729386117,0.230718496,3.161368201,0.001570299,0.06158515
OTAU013263-RA,417.924285,0.241495918,0.076412648,3.160418142,0.001575429,0.061625859
OTAU000773-RA,339.1849839,0.352321188,0.111722112,3.153549293,0.00161298,0.062213089
OTAU005947-RA,731.0808244,0.251451107,0.079733917,3.153627931,0.001612545,0.062213089
OTAU011060-RA,588.5962157,0.346847647,0.109992451,3.153376851,0.001613933,0.062213089
OTAU012930-RA,592.5273052,0.228420509,0.072442167,3.153142941,0.001615227,0.062213089
OTAU013670-RA,2.56119474,-0.802206608,0.254132522,-3.156646781,0.001595945,0.062213089
OTAU013822-RA,1988.378404,-0.161521599,0.051190983,-3.155274428,0.001603472,0.062213089
OTAU006018-RA,285.3356568,-0.303045028,0.096147984,-3.151860441,0.001622338,0.062327575
OTAU008051-RA,2427.7,0.218555291,0.069399168,3.149249443,0.001636904,0.062727164
OTAU007963-RA,11.76642319,-0.494191986,0.157072878,-3.146259193,0.001653734,0.063211246
OTAU013586-RA,4.103263775,-0.798312333,0.253870049,-3.144570763,0.001663307,0.063416203
OTAU003646-RA,2603.165615,0.159349191,0.050726327,3.141350847,0.001681704,0.063913079
OTAU007426-RA,470.3564354,0.267379429,0.085133401,3.140711252,0.001685381,0.063913079
OTAU007703-RA,926.9231,-0.146923888,0.046789994,-3.140070683,0.001689071,0.063913079
OTAU005399-RA,132.1456551,-0.220819621,0.070414806,-3.135982807,0.001712792,0.064368481
OTAU008409-RA,195.3116373,0.524187684,0.167086251,3.137228107,0.001705534,0.064368481
OTAU017246-RA,55.1273397,-0.368050844,0.117371073,-3.135788369,0.001713928,0.064368481
OTAU000697-RA,137.8185031,0.370631352,0.118260147,3.134034246,0.001724207,0.064433157
OTAU012087-RA,1382.243918,0.764230524,0.243802289,3.134632271,0.001720697,0.064433157
OTAU007519-RA,311.8683723,0.499352519,0.159557272,3.129613035,0.001750367,0.065087727
OTAU007849-RA,264.6115894,-0.234140223,0.074804126,-3.130044247,0.0017478,0.065087727
OTAU001927-RA,39.79278179,0.613045953,0.195965197,3.128340962,0.001757961,0.065133341
OTAU012312-RA,2749.336696,0.213530496,0.068265107,3.127959613,0.001760244,0.065133341
OTAU010237-RA,867.9724392,-0.582729215,0.186428437,-3.125752833,0.001773505,0.065463215
OTAU004060-RA,603.9964123,0.180713536,0.057933267,3.11933964,0.001812569,0.066615887
OTAU011322-RA,6.742956177,-0.775208815,0.248544249,-3.118997189,0.001814677,0.066615887
OTAU013753-RA,44.42374881,0.646443929,0.207343669,3.117741345,0.001822427,0.066615887
OTAU015377-RA,1276.523933,0.844879826,0.270988046,3.11777526,0.001822217,0.066615887
OTAU001035-RA,3286.383042,0.536165623,0.172277686,3.11221747,0.001856877,0.067551625
OTAU010354-RA,970.7996218,0.153843622,0.049432461,3.112198345,0.001856997,0.067551625
OTAU012900-RA,699.5574787,0.199757425,0.064233245,3.109875944,0.001871659,0.067882379
OTAU015871-RA,2.641660784,-0.82836481,0.266412405,-3.109332732,0.001875104,0.067882379
OTAU015740-RA,35.44202876,0.663105332,0.213323853,3.108444381,0.00188075,0.067923505
OTAU003031-RA,4327.583612,0.230244856,0.074160339,3.104689915,0.001904786,0.067952426
OTAU003768-RA,54.53227988,0.366440354,0.118031263,3.104604184,0.001905338,0.067952426
OTAU004418-RA,256.5235302,-0.238184705,0.076718153,-3.104672033,0.001904901,0.067952426
OTAU010295-RA,3.977032931,-0.838884702,0.270251023,-3.104094448,0.001908624,0.067952426
OTAU014897-RA,364.6465078,0.350748921,0.112983893,3.104415247,0.001906555,0.067952426
OTAU014958-RA,40.24860225,-0.424135389,0.136617274,-3.104551685,0.001905676,0.067952426
OTAU005582-RA,565.4030907,0.69887525,0.225491553,3.099341149,0.001939516,0.068727303
OTAU012641-RA,31.43453652,-0.678432179,0.218867335,-3.099741582,0.001936896,0.068727303
OTAU002315-RA,59.49630958,-0.465283827,0.150248067,-3.096770798,0.001956411,0.068840062
OTAU005719-RA,17472.88048,-0.818781132,0.264291086,-3.098027803,0.001948132,0.068840062
OTAU006637-RA,758.4412736,-0.143680698,0.04639426,-3.096949842,0.00195523,0.068840062
OTAU004774-RA,159.7174887,-0.292474747,0.094474037,-3.095821418,0.001962685,0.068899861
OTAU016006-RA,249.6354694,0.498610255,0.161300468,3.091189139,0.001993566,0.069821173
OTAU002689-RA,3436.11173,0.749463111,0.242516377,3.090360828,0.001999135,0.069853755
OTAU014638-RA,15.35013631,-0.7497819,0.242709966,-3.089209372,0.0020069,0.069962747
OTAU013328-RA,13.28774406,0.660670754,0.213950488,3.08796096,0.002015349,0.070095064
OTAU017198-RA,735.6586613,-0.757649385,0.245524303,-3.085842734,0.002029761,0.070433659
OTAU003101-RA,183.2394801,-0.273838445,0.088876527,-3.081110997,0.002062298,0.070643747
OTAU004752-RA,0.817769464,0.804664317,0.261107132,3.081740087,0.002057944,0.070643747
OTAU009675-RA,214.5214599,0.6326451,0.205391254,3.080194932,0.002068652,0.070643747
OTAU014049-RA,46.97021558,0.763258913,0.247478372,3.084143908,0.002041388,0.070643747
OTAU015845-RA,1.314455839,-0.823569634,0.267256371,-3.081571567,0.00205911,0.070643747
OTAU016082-RA,1.581656088,-0.666404186,0.216253017,-3.081594857,0.002058949,0.070643747
OTAU016306-RA,159.1069104,0.519205577,0.168537477,3.080653543,0.002065468,0.070643747
OTAU006370-RA,2473.336142,0.346632931,0.112627219,3.077701244,0.002086039,0.071076363
OTAU001780-RA,1092.366318,0.156814286,0.05097611,3.076230895,0.002096354,0.071180481
OTAU012595-RA,1011.211258,-0.188458589,0.061270356,-3.075852679,0.002099015,0.071180481
OTAU015564-RA,276.8140618,-0.192357835,0.062550345,-3.075248188,0.002103275,0.071180481
OTAU003885-RA,287.722765,0.199699452,0.064968566,3.073785728,0.002113612,0.071369941
OTAU000812-RA,3815.041491,-0.103572594,0.033748961,-3.068912067,0.002148398,0.072220706
OTAU003730-RA,42.80895601,-0.762925363,0.248548834,-3.069518985,0.002144038,0.072220706
OTAU014082-RA,42.17170081,-0.629867327,0.205302497,-3.067996421,0.002154992,0.072281023
OTAU007086-RA,195.0476289,-0.332715436,0.10860335,-3.063583555,0.002187031,0.073192645
OTAU011135-RA,15.84413176,0.802470591,0.262108496,3.061597026,0.002201596,0.073516718
OTAU009224-RA,3384.735919,-0.828678767,0.270791697,-3.06020745,0.002211837,0.073695287
OTAU000214-RA,2134.47003,-0.807944693,0.264221998,-3.057825231,0.002229496,0.074119656
OTAU007836-RA,7553.627916,-0.797114907,0.260773973,-3.056727243,0.002237678,0.074141752
OTAU008543-RA,1366.974621,0.225070551,0.07363873,3.056415452,0.002240006,0.074141752
OTAU008370-RA,311.7215016,0.528897559,0.17321183,3.053472505,0.002262094,0.074592411
OTAU013417-RA,177.7466023,-0.231999654,0.075983686,-3.053282418,0.002263528,0.074592411
OTAU007772-RA,4300.201751,0.661327341,0.216690051,3.051950641,0.002273595,0.074597687
OTAU012702-RA,2.172912222,-0.75317178,0.246777305,-3.052030175,0.002272992,0.074597687
OTAU003127-RA,44.58186998,-0.509130905,0.166950891,-3.049584835,0.002291579,0.074865229
OTAU016993-RA,37.42041614,-0.772135067,0.253194725,-3.049570123,0.002291691,0.074865229
OTAU016817-RA,2267.970777,0.354087822,0.116249955,3.045917926,0.002319711,0.075616569
OTAU002317-RA,8.732765647,0.712664669,0.234297831,3.041704078,0.00235243,0.076368924
OTAU002385-RA,320.500083,0.302643546,0.099500131,3.041639683,0.002352934,0.076368924
OTAU000791-RA,60.56279967,-0.323843509,0.106561057,-3.039041832,0.002373319,0.076864911
OTAU009777-RA,69.65259665,-0.455632025,0.150052081,-3.036492544,0.00239348,0.07735153
OTAU010013-RA,30.14035471,-0.797134532,0.262661799,-3.034832383,0.002406694,0.077612017
OTAU001257-RA,1610.325237,-0.166441767,0.054877245,-3.032983266,0.00242149,0.077922315
OTAU011027-RA,1125.047557,0.229781984,0.075804075,3.031261643,0.002435341,0.078200934
OTAU001934-RA,26.94289392,-0.392545575,0.129752843,-3.025333124,0.002483594,0.079580698
OTAU002037-RA,9.991248006,0.719425823,0.238146833,3.020933825,0.002519964,0.080399242
OTAU003305-RA,2725.40681,0.761638325,0.25218168,3.020196893,0.002526104,0.080399242
OTAU004714-RA,4.998445497,0.802966795,0.265912014,3.019670993,0.002530494,0.080399242
OTAU008931-RA,160.3205158,-0.313421002,0.103770935,-3.020315863,0.002525112,0.080399242
OTAU001566-RA,1213.516986,0.173735864,0.057602433,3.016120264,0.002560317,0.081004984
OTAU012543-RA,6.481078636,0.817630954,0.271059921,3.01642143,0.002557775,0.081004984
OTAU013815-RA,4.019550748,-0.702113966,0.232838443,-3.01545551,0.002565936,0.081012564
OTAU009993-RA,317.9993635,-0.333477107,0.110666091,-3.013363018,0.002583697,0.081402656
OTAU001812-RA,91.9063939,0.270602559,0.089935961,3.008836026,0.002622506,0.082452907
OTAU006275-RA,52.25274037,0.35444873,0.117909273,3.00611413,0.002646097,0.082505621
OTAU006729-RA,2909.15267,-0.813279034,0.270496029,-3.00662097,0.002641689,0.082505621
OTAU013587-RA,1.526119665,-0.799688781,0.265990468,-3.006456538,0.002643118,0.082505621
OTAU014947-RA,29.39218663,0.792852616,0.263595232,3.007841265,0.002631105,0.082505621
OTAU007946-RA,140.7433804,-0.375767012,0.125123334,-3.003172941,0.002671806,0.08264963
OTAU007955-RA,138.3739711,-0.355467314,0.118367785,-3.003074799,0.002672667,0.08264963
OTAU016505-RA,18.97923927,0.488715423,0.162733957,3.003155787,0.002671956,0.08264963
OTAU016695-RA,8.228875643,-0.727691395,0.242219124,-3.004268959,0.002662199,0.08264963
OTAU016772-RA,218.612894,0.19435797,0.064753222,3.00151815,0.00268637,0.082903147
OTAU011353-RA,42.53253791,-0.524576983,0.17497288,-2.998047367,0.002717154,0.083681687
OTAU011749-RA,1018.930902,0.198458111,0.06624997,2.995595474,0.002739095,0.084185258
OTAU000034-RA,9.564634032,-0.802264942,0.267897119,-2.994675516,0.002747369,0.084267583
OTAU013672-RA,66.06047339,-0.374427574,0.1251732,-2.991275875,0.002778144,0.085038306
OTAU007838-RA,21.29525776,-0.514495549,0.172151825,-2.988615133,0.002802449,0.085608278
OTAU000576-RA,315.0321292,0.56762779,0.190049066,2.986743387,0.002819663,0.08579233
OTAU008533-RA,1781.191215,0.362762373,0.121458398,2.986721213,0.002819867,0.08579233
OTAU011209-RA,5.634243969,-0.723864218,0.242728743,-2.982194068,0.002861905,0.086546772
OTAU013371-RA,158.7791997,-0.179056954,0.060034221,-2.982581458,0.002858286,0.086546772
OTAU016030-RA,1815.021006,-0.139190069,0.046668598,-2.982520882,0.002858851,0.086546772
OTAU008070-RA,7.825170722,0.630555369,0.211773213,2.977502962,0.002906068,0.087356067
OTAU014156-RA,261.5534628,0.313166917,0.105166402,2.977822863,0.002903037,0.087356067
OTAU015225-RA,57.90134186,-0.640606082,0.21510115,-2.978162047,0.002899826,0.087356067
OTAU015586-RA,17.57833582,0.769734995,0.258672096,2.975717163,0.002923043,0.087691294
OTAU011284-RA,31.20924575,-0.765824733,0.257448177,-2.9746753,0.002932988,0.087814716
OTAU016898-RA,16.33011212,-0.580329121,0.195381006,-2.970243288,0.00297564,0.088914954
OTAU000235-RA,722.2098513,-0.326682773,0.110182128,-2.964934323,0.003027476,0.089776039
OTAU007302-RA,12.08076876,-0.775490047,0.261514312,-2.96538282,0.003023065,0.089776039
OTAU015488-RA,343.7523729,-0.27994805,0.09442232,-2.964850354,0.003028302,0.089776039
OTAU017321-RA,3.267288642,0.77225296,0.260326474,2.966478776,0.003012312,0.089776039
OTAU000446-RA,73.76602996,-0.583903648,0.197004964,-2.963903222,0.003037638,0.089793654
OTAU015804-RA,6.825249128,-0.8008328,0.270224711,-2.963580926,0.003040821,0.089793654
OTAU014154-RA,4.385130126,-0.728148656,0.245776972,-2.962639863,0.003050132,0.089892345
OTAU011399-RA,496.5208961,0.181321319,0.061260792,2.959826567,0.003078123,0.090540094
OTAU004020-RA,39.62104097,-0.712170238,0.240749243,-2.958141134,0.003095004,0.090647479
OTAU013932-RA,12.92762033,-0.50711373,0.171420641,-2.958300273,0.003093406,0.090647479
OTAU014102-RA,460.4946554,0.793341364,0.268232713,2.957660744,0.003099831,0.090647479
OTAU007244-RA,127.5244957,-0.630444567,0.213282222,-2.955917103,0.003117409,0.090984834
OTAU013010-RA,687.4701779,0.115777565,0.039176635,2.95527079,0.003123947,0.090999315
OTAU003873-RA,44.20841007,0.301490044,0.102122606,2.952236106,0.003154816,0.091721099
OTAU013635-RA,127.4528342,-0.189977804,0.064379534,-2.950903667,0.003168457,0.091940203
OTAU003174-RA,30.79307423,-0.751648722,0.254877585,-2.949057767,0.003187444,0.092261649
OTAU008545-RA,758.4348411,0.765222039,0.259517217,2.948636893,0.003191787,0.092261649
OTAU011655-RA,72.10923656,-0.758698394,0.257558726,-2.945729725,0.003221938,0.092954762
OTAU004986-RA,50.84213871,0.495488682,0.168260665,2.944768359,0.003231965,0.09306577
OTAU011725-RA,658.3371752,0.375305916,0.127581138,2.941703776,0.00326412,0.093812305
OTAU008898-RA,205.4792943,-0.326772438,0.111152165,-2.939865708,0.003283545,0.094190841
OTAU007456-RA,1040.172751,0.170116143,0.057900104,2.93809734,0.003302333,0.094549692
