CHROM,pvalue
OTAU001944-RA,0.101824162
OTAU002034-RA,0.101723206
OTAU004087-RA,0.101800047
OTAU004157-RA,0.101839003
OTAU009549-RA,0.101749621
OTAU011385-RA,0.101778344
OTAU014990-RA,0.101814314
OTAU015481-RA,0.101630279
OTAU015552-RA,0.101644244
OTAU000866-RA,0.101948624
OTAU003421-RA,0.101944235
OTAU004960-RA,0.101972309
OTAU013738-RA,0.101968548
OTAU016237-RA,0.102080382
OTAU016980-RA,0.102090049
OTAU010373-RA,0.102272102
OTAU011303-RA,0.102314012
OTAU014455-RA,0.102323297
OTAU014949-RA,0.102350609
OTAU006218-RA,0.102400643
OTAU006235-RA,0.102527027
OTAU011876-RA,0.102517169
OTAU014502-RA,0.102687319
OTAU005685-RA,0.102768556
OTAU000173-RA,0.102947116
OTAU001860-RA,0.102970838
OTAU006923-RA,0.10285001
OTAU010197-RA,0.102987691
OTAU012406-RA,0.102907915
OTAU016486-RA,0.102849407
OTAU017062-RA,0.102898368
OTAU014092-RA,0.103069523
OTAU000521-RA,0.103362535
OTAU006970-RA,0.103381443
OTAU007868-RA,0.103353099
OTAU009473-RA,0.103366778
OTAU012163-RA,0.103309499
OTAU015571-RA,0.103333143
OTAU016488-RA,0.103362735
OTAU012517-RA,0.103479405
OTAU014920-RA,0.103452078
OTAU004318-RA,0.103713058
OTAU006066-RA,0.103667251
OTAU009334-RA,0.103603345
OTAU010917-RA,0.103728699
OTAU013004-RA,0.103677941
OTAU013725-RA,0.103730429
OTAU015119-RA,0.1036283
OTAU006590-RA,0.103914021
OTAU010266-RA,0.104007972
OTAU013133-RA,0.1039905
OTAU016670-RA,0.104048335
OTAU007022-RA,0.104124667
OTAU005770-RA,0.10417231
OTAU009604-RA,0.104222782
OTAU010140-RA,0.104256114
OTAU000547-RA,0.104465693
OTAU012086-RA,0.10444057
OTAU016337-RA,0.104535012
OTAU004228-RA,0.104600568
OTAU009101-RA,0.104593464
OTAU006242-RA,0.104667834
OTAU016694-RA,0.104766244
OTAU008032-RA,0.104879542
OTAU016097-RA,0.104962729
OTAU003862-RA,0.105120119
OTAU009749-RA,0.105077891
OTAU016597-RA,0.105134842
OTAU001432-RA,0.10519772
OTAU006251-RA,0.105193775
OTAU003790-RA,0.105382378
OTAU004208-RA,0.105320675
OTAU008925-RA,0.105388321
OTAU015689-RA,0.105356855
OTAU015723-RA,0.105282603
OTAU016636-RA,0.105412242
OTAU011194-RA,0.105486118
OTAU005909-RA,0.105550056
OTAU013878-RA,0.105577514
OTAU012867-RA,0.105707769
OTAU002955-RA,0.105914555
OTAU004350-RA,0.105930174
OTAU004516-RA,0.10593879
OTAU009781-RA,0.105830805
OTAU016717-RA,0.105941407
OTAU001530-RA,0.106006917
OTAU006697-RA,0.105992661
OTAU001992-RA,0.106282762
OTAU002382-RA,0.106436679
OTAU003788-RA,0.106272548
OTAU006184-RA,0.106462429
OTAU007960-RA,0.106234812
OTAU010465-RA,0.106376903
OTAU010783-RA,0.106245006
OTAU011461-RA,0.106251892
OTAU012134-RA,0.106434722
OTAU015736-RA,0.10643319
OTAU015909-RA,0.106392889
OTAU016659-RA,0.106399294
OTAU001179-RA,0.106574614
OTAU007657-RA,0.106638381
OTAU001325-RA,0.106940972
OTAU001800-RA,0.106943341
OTAU003390-RA,0.106959925
OTAU003499-RA,0.10688653
OTAU007034-RA,0.1068996
OTAU012294-RA,0.106787766
OTAU013490-RA,0.1068334
OTAU000898-RA,0.107031598
OTAU003497-RA,0.107038235
OTAU009923-RA,0.107053985
OTAU004658-RA,0.10723339
OTAU007534-RA,0.107217049
OTAU005297-RA,0.107354645
OTAU001619-RA,0.107424018
OTAU014144-RA,0.107404908
OTAU007040-RA,0.10757009
OTAU007976-RA,0.107602985
OTAU005560-RA,0.107735465
OTAU013351-RA,0.107724207
OTAU012191-RA,0.107840707
OTAU005259-RA,0.107883672
OTAU008485-RA,0.10799526
OTAU013968-RA,0.108003928
OTAU014906-RA,0.108025817
OTAU006414-RA,0.108106135
OTAU008919-RA,0.108116803
OTAU000745-RA,0.108205288
OTAU015007-RA,0.108180218
OTAU012728-RA,0.108283195
OTAU003038-RA,0.108356085
OTAU012885-RA,0.108386022
OTAU001811-RA,0.108559122
OTAU007738-RA,0.108559404
OTAU012775-RA,0.108613483
OTAU002134-RA,0.108682772
OTAU005233-RA,0.10871149
OTAU011660-RA,0.108803572
OTAU011890-RA,0.108773719
OTAU013955-RA,0.108798525
OTAU015601-RA,0.10868038
OTAU001846-RA,0.10895104
OTAU001876-RA,0.108956841
OTAU002183-RA,0.108914476
OTAU013651-RA,0.10898799
OTAU014255-RA,0.108864111
OTAU015362-RA,0.109004402
OTAU008974-RA,0.109102382
OTAU004512-RA,0.109197158
OTAU013522-RA,0.10918639
OTAU015642-RA,0.109306294
OTAU007460-RA,0.10937526
OTAU014980-RA,0.109379199
OTAU015605-RA,0.10950094
OTAU005688-RA,0.109629917
OTAU006017-RA,0.109599933
OTAU010657-RA,0.109655511
OTAU017112-RA,0.109588941
OTAU001603-RA,0.109706682
OTAU008050-RA,0.109743035
OTAU000256-RA,0.11001359
OTAU005624-RA,0.110028836
OTAU006459-RA,0.10992304
OTAU006839-RA,0.109815034
OTAU007814-RA,0.109995004
OTAU008924-RA,0.110023497
OTAU013089-RA,0.110033688
OTAU013699-RA,0.109888427
OTAU014119-RA,0.109861226
OTAU004961-RA,0.110116101
OTAU012084-RA,0.110157824
OTAU013966-RA,0.110149847
OTAU013577-RA,0.110195609
OTAU009946-RA,0.110244525
OTAU005867-RA,0.110285925
OTAU001103-RA,0.110385686
OTAU014174-RA,0.110496265
OTAU015839-RA,0.110483644
OTAU012964-RA,0.110623459
OTAU012219-RA,0.110818086
OTAU009611-RA,0.110871642
OTAU003203-RA,0.111046318
OTAU005021-RA,0.111094521
OTAU005672-RA,0.111056486
OTAU014930-RA,0.111030242
OTAU016637-RA,0.111012742
OTAU017241-RA,0.111096799
OTAU006262-RA,0.111132374
OTAU007813-RA,0.111219445
OTAU004194-RA,0.111304451
OTAU017286-RA,0.111305896
OTAU003965-RA,0.111443813
OTAU010818-RA,0.111428423
OTAU012473-RA,0.111414287
OTAU007866-RA,0.111490708
OTAU000069-RA,0.111598077
OTAU000394-RA,0.111688709
OTAU000473-RA,0.111712917
OTAU002501-RA,0.111636361
OTAU002726-RA,0.111678628
OTAU005288-RA,0.111638003
OTAU007120-RA,0.111670352
OTAU003320-RA,0.111794407
OTAU004252-RA,0.111881914
OTAU009635-RA,0.111876178
OTAU011159-RA,0.111878219
OTAU007913-RA,0.112003693
OTAU001556-RA,0.112353001
OTAU002575-RA,0.112456166
OTAU003247-RA,0.112448381
OTAU006505-RA,0.112280009
OTAU006928-RA,0.112414332
OTAU007260-RA,0.112316306
OTAU008690-RA,0.112134847
OTAU009195-RA,0.11248272
OTAU009966-RA,0.112383764
OTAU009975-RA,0.112159511
OTAU010101-RA,0.112102962
OTAU012555-RA,0.11238678
OTAU015000-RA,0.112328301
OTAU017046-RA,0.112400091
OTAU006763-RA,0.112709638
OTAU005915-RA,0.112789374
OTAU014000-RA,0.112866197
OTAU015540-RA,0.112855904
OTAU010524-RA,0.113090627
OTAU015727-RA,0.113079856
OTAU006187-RA,0.113312431
OTAU000024-RA,0.113379325
OTAU003227-RA,0.113360787
OTAU002848-RA,0.113609671
OTAU006999-RA,0.113644114
OTAU007106-RA,0.113628769
OTAU010997-RA,0.113650011
OTAU016804-RA,0.113653573
OTAU001081-RA,0.113768629
OTAU002237-RA,0.114085044
OTAU003519-RA,0.114024636
OTAU003607-RA,0.114005002
OTAU004724-RA,0.11409339
OTAU005843-RA,0.113992214
OTAU011579-RA,0.114109215
OTAU012138-RA,0.113916747
OTAU014915-RA,0.113921301
OTAU005952-RA,0.114192042
OTAU008649-RA,0.114236218
OTAU000209-RA,0.114337062
OTAU001218-RA,0.114318758
OTAU000019-RA,0.114380095
OTAU010375-RA,0.114675913
OTAU005700-RA,0.114938894
OTAU006717-RA,0.114904113
OTAU007241-RA,0.114882468
OTAU014755-RA,0.114942047
OTAU010540-RA,0.11506768
OTAU013419-RA,0.115049512
OTAU009544-RA,0.115137633
OTAU010886-RA,0.115135658
OTAU002208-RA,0.115181761
OTAU015403-RA,0.115261235
OTAU001366-RA,0.115311658
OTAU008561-RA,0.115355081
OTAU003080-RA,0.115389799
OTAU005578-RA,0.115485762
OTAU005981-RA,0.115472504
OTAU003098-RA,0.115633053
OTAU011212-RA,0.115644016
OTAU004713-RA,0.115731364
OTAU013741-RA,0.115754265
OTAU001666-RA,0.115891632
OTAU014122-RA,0.115866874
OTAU005335-RA,0.115990697
OTAU010024-RA,0.115962286
OTAU015174-RA,0.115998496
OTAU013110-RA,0.116082765
OTAU006379-RA,0.116118297
OTAU003952-RA,0.116240003
OTAU005609-RA,0.116190215
OTAU012738-RA,0.116213248
OTAU014911-RA,0.116266124
OTAU005992-RA,0.116331148
OTAU010560-RA,0.116458135
OTAU005374-RA,0.116654217
OTAU012598-RA,0.116649203
OTAU003005-RA,0.116695542
OTAU012695-RA,0.116758647
OTAU012914-RA,0.116835855
OTAU001426-RA,0.117115445
OTAU003056-RA,0.117064569
OTAU004172-RA,0.117091343
OTAU011216-RA,0.117061918
OTAU013290-RA,0.117017951
OTAU013488-RA,0.117130631
OTAU012868-RA,0.117208445
OTAU015596-RA,0.117186981
OTAU012931-RA,0.117295593
OTAU001362-RA,0.11738353
OTAU010890-RA,0.117386905
OTAU001388-RA,0.117526108
OTAU002701-RA,0.117695532
OTAU008190-RA,0.117789923
OTAU009688-RA,0.117752901
OTAU011552-RA,0.117807781
OTAU001930-RA,0.117891605
OTAU002692-RA,0.117907031
OTAU008099-RA,0.117930422
OTAU012857-RA,0.11808989
OTAU013131-RA,0.118191719
OTAU000231-RA,0.118258258
OTAU001805-RA,0.118296249
OTAU014864-RA,0.118268424
OTAU003920-RA,0.118444215
OTAU005997-RA,0.118446305
OTAU011402-RA,0.118422706
OTAU001025-RA,0.11855213
OTAU008274-RA,0.118536898
OTAU009569-RA,0.118641133
OTAU012309-RA,0.118644558
OTAU007588-RA,0.118694312
OTAU014285-RA,0.118770458
OTAU003577-RA,0.118873753
OTAU000963-RA,0.119036938
OTAU012477-RA,0.119027178
OTAU013438-RA,0.119020173
OTAU002209-RA,0.119102699
OTAU005957-RA,0.119218658
OTAU006587-RA,0.119153975
OTAU007646-RA,0.119226985
OTAU012499-RA,0.119233378
OTAU017005-RA,0.119342665
OTAU007481-RA,0.119375034
OTAU017031-RA,0.119442608
OTAU005615-RA,0.119598183
OTAU017269-RA,0.119577124
OTAU003394-RA,0.11975396
OTAU006942-RA,0.119779875
OTAU012968-RA,0.119791174
OTAU013718-RA,0.119694182
OTAU014905-RA,0.119759833
OTAU002531-RA,0.119888917
OTAU005853-RA,0.120154479
OTAU007852-RA,0.120139807
OTAU014513-RA,0.120209279
OTAU001159-RA,0.120308483
OTAU000368-RA,0.120533406
OTAU001120-RA,0.120592634
OTAU002699-RA,0.120653384
OTAU007843-RA,0.120678265
OTAU010545-RA,0.120649247
OTAU003793-RA,0.120739781
OTAU003541-RA,0.121070371
OTAU004488-RA,0.120839337
OTAU005684-RA,0.121056928
OTAU006569-RA,0.120869076
OTAU007345-RA,0.120917966
OTAU009504-RA,0.121079271
OTAU010821-RA,0.120927795
OTAU014318-RA,0.121067814
OTAU015471-RA,0.120979342
OTAU002868-RA,0.121135703
OTAU003915-RA,0.121308316
OTAU011295-RA,0.121284041
OTAU007952-RA,0.121471726
OTAU014315-RA,0.121450621
OTAU014690-RA,0.121549566
OTAU001855-RA,0.121589632
OTAU007872-RA,0.121737109
OTAU000533-RA,0.122001078
OTAU001036-RA,0.122082958
OTAU004485-RA,0.122094554
OTAU009794-RA,0.122086806
OTAU010521-RA,0.121978452
OTAU011483-RA,0.122052768
OTAU014295-RA,0.12211627
OTAU002070-RA,0.122152166
OTAU007210-RA,0.122234246
OTAU007870-RA,0.122228784
OTAU010427-RA,0.122255675
OTAU001170-RA,0.122332175
OTAU009402-RA,0.122329729
OTAU006857-RA,0.122585242
OTAU009444-RA,0.122616252
OTAU010663-RA,0.12258218
OTAU011370-RA,0.122538331
OTAU014480-RA,0.122520278
OTAU014052-RA,0.12268081
OTAU000602-RA,0.122726657
OTAU015069-RA,0.122830202
OTAU004647-RA,0.122912639
OTAU009886-RA,0.122911335
OTAU006833-RA,0.123002717
OTAU005583-RA,0.123123893
OTAU015248-RA,0.123137631
OTAU012264-RA,0.123406817
OTAU009335-RA,0.123499295
OTAU000395-RA,0.12363153
OTAU015704-RA,0.123624906
OTAU003472-RA,0.12376082
OTAU006806-RA,0.123738018
OTAU009733-RA,0.123744955
OTAU012855-RA,0.123908583
OTAU013107-RA,0.123933015
OTAU003380-RA,0.124060005
OTAU002703-RA,0.124217532
OTAU016655-RA,0.124227751
OTAU008489-RA,0.124264204
OTAU000490-RA,0.124423034
OTAU010460-RA,0.124448338
OTAU005174-RA,0.124594027
OTAU005347-RA,0.12458001
OTAU014019-RA,0.124561914
OTAU015919-RA,0.124551878
OTAU005206-RA,0.124697395
OTAU000585-RA,0.12473062
OTAU011292-RA,0.124774976
OTAU001643-RA,0.125175006
OTAU003330-RA,0.125185952
OTAU003990-RA,0.125052324
OTAU004446-RA,0.125146631
OTAU005143-RA,0.125186991
OTAU006759-RA,0.125050085
OTAU008138-RA,0.125210939
OTAU010011-RA,0.125011911
OTAU010558-RA,0.124955076
OTAU014194-RA,0.125137494
OTAU014259-RA,0.125037687
OTAU001480-RA,0.125276996
OTAU011985-RA,0.125254693
OTAU003287-RA,0.125428321
OTAU007649-RA,0.125443463
OTAU009602-RA,0.125459857
OTAU012651-RA,0.125429295
OTAU008319-RA,0.125546636
OTAU000622-RA,0.125787084
OTAU002293-RA,0.125897472
OTAU003443-RA,0.125834141
OTAU009715-RA,0.125716768
OTAU010345-RA,0.125854491
OTAU010508-RA,0.125927968
OTAU011449-RA,0.12574777
OTAU013464-RA,0.125797141
OTAU015824-RA,0.125866317
OTAU011199-RA,0.126032153
OTAU000797-RA,0.126104176
OTAU017097-RA,0.126128484
OTAU012171-RA,0.1263907
OTAU014272-RA,0.126368278
OTAU006228-RA,0.126508981
OTAU000996-RA,0.126627736
OTAU013904-RA,0.126614737
OTAU002194-RA,0.126748886
OTAU007774-RA,0.126751656
OTAU001113-RA,0.126838576
OTAU001345-RA,0.126828741
OTAU001358-RA,0.127150121
OTAU004023-RA,0.127082612
OTAU004108-RA,0.127156528
OTAU007883-RA,0.127157265
OTAU009128-RA,0.127041237
OTAU010712-RA,0.127174866
OTAU012583-RA,0.126937696
OTAU015181-RA,0.126992323
OTAU015764-RA,0.127087492
OTAU006271-RA,0.127321981
OTAU011097-RA,0.127282759
OTAU012961-RA,0.127307832
OTAU013002-RA,0.127253105
OTAU010514-RA,0.127359364
OTAU014549-RA,0.127538433
OTAU012909-RA,0.127592203
OTAU000718-RA,0.127639139
OTAU008088-RA,0.127673361
OTAU010090-RA,0.127721727
OTAU006622-RA,0.127808456
OTAU011976-RA,0.127870298
OTAU008240-RA,0.128018657
OTAU016526-RA,0.128035949
OTAU008300-RA,0.128140755
OTAU013823-RA,0.128123971
OTAU017377-RA,0.128168514
OTAU000318-RA,0.128231835
OTAU014023-RA,0.128287259
OTAU014389-RA,0.12831752
OTAU001273-RA,0.128434997
OTAU003430-RA,0.128452986
OTAU001195-RA,0.128499773
OTAU003940-RA,0.128586054
OTAU014754-RA,0.128712303
OTAU000134-RA,0.128958728
OTAU006724-RA,0.128928877
OTAU009855-RA,0.128973157
OTAU012188-RA,0.128898972
OTAU002241-RA,0.129234869
OTAU011498-RA,0.12924539
OTAU014408-RA,0.129243127
OTAU001313-RA,0.129281574
OTAU002005-RA,0.129443404
OTAU005230-RA,0.129385011
OTAU007871-RA,0.129461532
OTAU016267-RA,0.129421707
OTAU016425-RA,0.129348779
OTAU014287-RA,0.12954894
OTAU007647-RA,0.129649792
OTAU014642-RA,0.129677765
OTAU007193-RA,0.129783774
OTAU015722-RA,0.12976852
OTAU001508-RA,0.13026441
OTAU001532-RA,0.130205472
OTAU004383-RA,0.129963735
OTAU005546-RA,0.130190662
OTAU007804-RA,0.130153604
OTAU007917-RA,0.130231594
OTAU008833-RA,0.130104519
OTAU009754-RA,0.130289561
OTAU010391-RA,0.130042035
OTAU010717-RA,0.130041054
OTAU011490-RA,0.130030953
OTAU016019-RA,0.130268988
OTAU016631-RA,0.129950269
OTAU006738-RA,0.130470633
OTAU007107-RA,0.130471516
OTAU007706-RA,0.130412336
OTAU011040-RA,0.130405517
OTAU000042-RA,0.130709082
OTAU000557-RA,0.130631548
OTAU006644-RA,0.130708068
OTAU006692-RA,0.130699205
OTAU011256-RA,0.130593211
OTAU000172-RA,0.130755932
OTAU001487-RA,0.131279492
OTAU001802-RA,0.131298429
OTAU002878-RA,0.131229366
OTAU007914-RA,0.131256284
OTAU009200-RA,0.131186472
OTAU010302-RA,0.13129751
OTAU012323-RA,0.131331578
OTAU002609-RA,0.131420924
OTAU003575-RA,0.131480121
OTAU003289-RA,0.13165249
OTAU008197-RA,0.131581283
OTAU009424-RA,0.131622279
OTAU010091-RA,0.131644869
OTAU014853-RA,0.131544132
OTAU016342-RA,0.131688813
OTAU012299-RA,0.131807403
OTAU012492-RA,0.131917578
OTAU016038-RA,0.131999442
OTAU002366-RA,0.132036643
OTAU002850-RA,0.132106452
OTAU006652-RA,0.132227205
OTAU016026-RA,0.132332741
OTAU002199-RA,0.132384108
OTAU002095-RA,0.132445303
OTAU006810-RA,0.132462538
OTAU012488-RA,0.132503094
OTAU012101-RA,0.132590064
OTAU003008-RA,0.132743761
OTAU006328-RA,0.13265476
OTAU012698-RA,0.132747219
OTAU013157-RA,0.132684338
OTAU002044-RA,0.132802636
OTAU006571-RA,0.132950319
OTAU014862-RA,0.13294806
OTAU017047-RA,0.132971945
OTAU007539-RA,0.133092717
OTAU012083-RA,0.133130046
OTAU016334-RA,0.133124014
OTAU002879-RA,0.133217262
OTAU002769-RA,0.133280343
OTAU016620-RA,0.133293166
OTAU009806-RA,0.133412216
OTAU011015-RA,0.13338831
OTAU000001-RA,0.133491797
OTAU000164-RA,0.133658034
OTAU000744-RA,0.133648835
OTAU001301-RA,0.133468494
OTAU003384-RA,0.133596134
OTAU007323-RA,0.133637775
OTAU010885-RA,0.133633524
OTAU005736-RA,0.13370012
OTAU010324-RA,0.133780075
OTAU014290-RA,0.13381588
OTAU012198-RA,0.133888586
OTAU005163-RA,0.133957075
OTAU011217-RA,0.134001591
OTAU015905-RA,0.133992855
OTAU014903-RA,0.134088023
OTAU000760-RA,0.134191599
OTAU014298-RA,0.134195875
OTAU003491-RA,0.13430135
OTAU004134-RA,0.134472367
OTAU000956-RA,0.134721854
OTAU002969-RA,0.134557181
OTAU003071-RA,0.134632772
OTAU004269-RA,0.134735046
OTAU010774-RA,0.134782506
OTAU011868-RA,0.134755667
OTAU015263-RA,0.13476838
OTAU016536-RA,0.134715324
OTAU013575-RA,0.134900782
OTAU000309-RA,0.135151128
OTAU001977-RA,0.135102871
OTAU004826-RA,0.135041052
OTAU014430-RA,0.135056636
OTAU015166-RA,0.135145501
OTAU012519-RA,0.135222744
OTAU000065-RA,0.135261112
OTAU007631-RA,0.135301924
OTAU003014-RA,0.135385097
OTAU005042-RA,0.135396444
OTAU001843-RA,0.135500147
OTAU016238-RA,0.135469517
OTAU000094-RA,0.135688026
OTAU006912-RA,0.135624548
OTAU008168-RA,0.135623225
OTAU011636-RA,0.135667398
OTAU012384-RA,0.135713394
OTAU007874-RA,0.135767651
OTAU007276-RA,0.135900156
OTAU015610-RA,0.135922202
OTAU000959-RA,0.135980662
OTAU006371-RA,0.13620705
OTAU013317-RA,0.136250946
OTAU014986-RA,0.136285728
OTAU016939-RA,0.136350382
OTAU012838-RA,0.136398544
OTAU015162-RA,0.136472012
OTAU016521-RA,0.136485034
OTAU007435-RA,0.136520787
OTAU003445-RA,0.136691635
OTAU003934-RA,0.136725483
OTAU006061-RA,0.136920299
OTAU008275-RA,0.136921638
OTAU013961-RA,0.136978569
OTAU016645-RA,0.136965011
OTAU002816-RA,0.13707179
OTAU001281-RA,0.137279977
OTAU004988-RA,0.137231507
OTAU006876-RA,0.137278493
OTAU004088-RA,0.137414396
OTAU009218-RA,0.137409166
OTAU014309-RA,0.137348849
OTAU003142-RA,0.137681484
OTAU003517-RA,0.137631109
OTAU013867-RA,0.137658576
OTAU015674-RA,0.137679594
OTAU003485-RA,0.137767701
OTAU001804-RA,0.137971009
OTAU016099-RA,0.138033871
OTAU000463-RA,0.138178458
OTAU005967-RA,0.138296404
OTAU017450-RA,0.138284722
OTAU003868-RA,0.13834344
OTAU001005-RA,0.138388656
OTAU003843-RA,0.138442688
OTAU013478-RA,0.138503049
OTAU000357-RA,0.138612679
OTAU006472-RA,0.138592143
OTAU013102-RA,0.138555128
OTAU014826-RA,0.13870357
OTAU002148-RA,0.13880211
OTAU005282-RA,0.138892621
OTAU011739-RA,0.138915555
OTAU000618-RA,0.13906646
OTAU003360-RA,0.139050165
OTAU006250-RA,0.139109782
OTAU010136-RA,0.139093837
OTAU013279-RA,0.139177171
OTAU010461-RA,0.139357295
OTAU007427-RA,0.139499717
OTAU003689-RA,0.139660903
OTAU007554-RA,0.139677348
OTAU010441-RA,0.1396199
OTAU011575-RA,0.139568522
OTAU015113-RA,0.139615125
OTAU015283-RA,0.139836758
OTAU011177-RA,0.13987462
OTAU010681-RA,0.13991875
OTAU001125-RA,0.140144042
OTAU007485-RA,0.140070029
OTAU011813-RA,0.140098772
OTAU012528-RA,0.14014445
OTAU007046-RA,0.140259214
OTAU010285-RA,0.140265525
OTAU016404-RA,0.140262414
OTAU001373-RA,0.140447543
OTAU003243-RA,0.140504648
OTAU005360-RA,0.140441399
OTAU006128-RA,0.140521618
OTAU013844-RA,0.140441813
OTAU017045-RA,0.140493097
OTAU005963-RA,0.140588729
OTAU013952-RA,0.14063771
OTAU010001-RA,0.140716145
OTAU010750-RA,0.14081152
OTAU010988-RA,0.140790174
OTAU006109-RA,0.140942285
OTAU006958-RA,0.140967189
OTAU007881-RA,0.141020974
OTAU008569-RA,0.140933774
OTAU010721-RA,0.140879718
OTAU011721-RA,0.141032883
OTAU000845-RA,0.141428391
OTAU001261-RA,0.141124094
OTAU001626-RA,0.141221525
OTAU002312-RA,0.141401848
OTAU007682-RA,0.141356064
OTAU009956-RA,0.141297261
OTAU010100-RA,0.141146853
OTAU010582-RA,0.141278075
OTAU013318-RA,0.141343335
OTAU014614-RA,0.141360747
OTAU016677-RA,0.141382245
OTAU003016-RA,0.141540484
OTAU007039-RA,0.141636264
OTAU009545-RA,0.141889263
OTAU000262-RA,0.141961142
OTAU006592-RA,0.142057028
OTAU006946-RA,0.142063897
OTAU014332-RA,0.142130763
OTAU004804-RA,0.142329516
OTAU006495-RA,0.142292695
OTAU007536-RA,0.142195665
OTAU013863-RA,0.142263828
OTAU017379-RA,0.14232438
OTAU002107-RA,0.142421492
OTAU010801-RA,0.142482676
OTAU014880-RA,0.142451775
OTAU011383-RA,0.14256355
OTAU005697-RA,0.14260957
OTAU007020-RA,0.142843206
OTAU008160-RA,0.142950707
OTAU009490-RA,0.142738832
OTAU009834-RA,0.142793478
OTAU010823-RA,0.142925635
OTAU011882-RA,0.142952959
OTAU012388-RA,0.142918619
OTAU012715-RA,0.142847074
OTAU013264-RA,0.142801951
OTAU014553-RA,0.142726611
OTAU000803-RA,0.142998398
OTAU003202-RA,0.143403294
OTAU003861-RA,0.143319577
OTAU005392-RA,0.143320908
OTAU007148-RA,0.143258232
OTAU007600-RA,0.143517903
OTAU008034-RA,0.143399628
OTAU008987-RA,0.143415432
OTAU010653-RA,0.143165895
OTAU012684-RA,0.143490225
OTAU013453-RA,0.14322142
OTAU013578-RA,0.143081724
OTAU015026-RA,0.143236228
OTAU015509-RA,0.143508038
OTAU016156-RA,0.143326108
OTAU002623-RA,0.1438075
OTAU004494-RA,0.143756278
OTAU013081-RA,0.143779518
OTAU006599-RA,0.143851217
OTAU003711-RA,0.143975443
OTAU007421-RA,0.143985665
OTAU016223-RA,0.143937718
OTAU006326-RA,0.144053275
OTAU006501-RA,0.144131063
OTAU008108-RA,0.144162142
OTAU015011-RA,0.144167276
OTAU015931-RA,0.144160519
OTAU002786-RA,0.144282781
OTAU009119-RA,0.144260914
OTAU013094-RA,0.144244483
OTAU015585-RA,0.144410873
OTAU017311-RA,0.144397493
OTAU010446-RA,0.144651576
OTAU010961-RA,0.144815566
OTAU010905-RA,0.144896239
OTAU014063-RA,0.144891278
OTAU013806-RA,0.144951295
OTAU001744-RA,0.14508058
OTAU008692-RA,0.145027372
OTAU008996-RA,0.145085668
OTAU001897-RA,0.145303143
OTAU002832-RA,0.145349171
OTAU006926-RA,0.145261709
OTAU008123-RA,0.145356927
OTAU004137-RA,0.14543602
OTAU006284-RA,0.145425661
OTAU001075-RA,0.14548559
OTAU005710-RA,0.14550685
OTAU002938-RA,0.145558077
OTAU001342-RA,0.145641276
OTAU016292-RA,0.145711992
OTAU008164-RA,0.145767608
OTAU004938-RA,0.145887684
OTAU001633-RA,0.146318288
OTAU004359-RA,0.146414365
OTAU005550-RA,0.146392157
OTAU010798-RA,0.146274535
OTAU010957-RA,0.146288894
OTAU013269-RA,0.146398029
OTAU014953-RA,0.146446618
OTAU009804-RA,0.146483402
OTAU007896-RA,0.146524302
OTAU000047-RA,0.146789007
OTAU002069-RA,0.1467084
OTAU010388-RA,0.14678634
OTAU011092-RA,0.146615063
OTAU012220-RA,0.146778708
OTAU017471-RA,0.146757159
OTAU000800-RA,0.146923995
OTAU001346-RA,0.146902173
OTAU012599-RA,0.146986119
OTAU015304-RA,0.147028622
OTAU004047-RA,0.147223173
OTAU005474-RA,0.147229478
OTAU006775-RA,0.147195105
OTAU014931-RA,0.147315981
OTAU011487-RA,0.147509828
OTAU007121-RA,0.147675439
OTAU006321-RA,0.147733676
OTAU006602-RA,0.147800878
OTAU002755-RA,0.148482561
OTAU004982-RA,0.148500485
OTAU005295-RA,0.148498583
OTAU005686-RA,0.148485215
OTAU006482-RA,0.148464432
OTAU009516-RA,0.148471813
OTAU014427-RA,0.148618165
OTAU015017-RA,0.148647682
OTAU002263-RA,0.148797567
OTAU011883-RA,0.148793037
OTAU011347-RA,0.148880942
OTAU002851-RA,0.148968571
OTAU014792-RA,0.148988641
OTAU014494-RA,0.149032402
OTAU014410-RA,0.149100216
OTAU015385-RA,0.149127247
OTAU010911-RA,0.149326393
OTAU005555-RA,0.149407409
OTAU011741-RA,0.149408792
OTAU004032-RA,0.149557891
OTAU004222-RA,0.149619332
OTAU005611-RA,0.149677976
OTAU006002-RA,0.149585882
OTAU013511-RA,0.149553744
OTAU015673-RA,0.149579359
OTAU016849-RA,0.149680008
OTAU008999-RA,0.149734691
OTAU000100-RA,0.149991356
OTAU012151-RA,0.149991153
OTAU013049-RA,0.150032169
OTAU013354-RA,0.149998844
OTAU001900-RA,0.150188817
OTAU002663-RA,0.150174181
OTAU003368-RA,0.150194491
OTAU008847-RA,0.150214795
OTAU008747-RA,0.15028635
OTAU009499-RA,0.150328341
OTAU008254-RA,0.15041773
OTAU009231-RA,0.150538883
OTAU007468-RA,0.150618964
OTAU009173-RA,0.150690681
OTAU008380-RA,0.150806748
OTAU015917-RA,0.150792014
OTAU017183-RA,0.150745128
OTAU005525-RA,0.150879112
